ID,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,FREQ*DISP,Core Inventory,EGP,GSELO,Notes
164,PP.it_to_do.OBJ,V+it+ADJ(+for+NP)+to+INFINITIVE,,,B2,,N/A,,動詞+it(+副詞)+形容詞(+for+名詞句・代名詞)+to+動詞に限定
165,PP.it_that.AFF,it+BE(+ADV)+ADJ+that+CLAUSE,AFF. DEC.,,,,B2-C1,,文頭(相当)または接続詞直後の位置に限定;it(+助動詞)+{be}(+副詞)+形容詞+thatに限定
165-1,PP.it_that.NEG,it+BE(+ADV)+ADJ+that+CLAUSE,NEG. DEC.,,,,N/A,,文頭(相当)または接続詞直後の位置に限定;it+(助動詞+{not}+{be}|{be}+{not})(+副詞)+形容詞+thatに限定
165-2,PP.it_that.INT.AFF,it+BE(+ADV)+ADJ+that+CLAUSE,AFF. INT.,,,,N/A,,(助動詞+it+be|{be}+it)(+副詞)+形容詞+thatに限定;疑問符で終わる文に限定
165-3,PP.it_that.INT.NEG,it+BE(+ADV)+ADJ+that+CLAUSE,NEG. INT.,,,,N/A,,(助動詞+n't+it+be|助動詞+it+not+be|{be}+n't+it|{be}+it+not)(+副詞)+形容詞+thatに限定;疑問符で終わる文に限定
166,PP.V_it_that,V+it+ADJ(+for+NP)+that+CLAUSE,,,,,N/A,,動詞+it(+副詞)+形容詞+thatに限定
167,TO.WH_to_do,WH-+to+INFINITIVE,,B1.1,A1,,N/A,B2,
168,VG.VG_N,PREMODIFYING PRESENT PARTICIPLE,,A2.1,A1,,C1,,他動詞の進行相を除外するためbe動詞・notが先行しないものに限定;動名詞+目的語の誤認識も多い
169,VG.N_VG,POSTMODIFYING PRESENT,,A1.2,A1,,"B2, C1",,進行相の疑問文や分詞構文などの誤認識も多い
170,VN.VN_N,PREMODIFYING PAST PARTICIPLE,,A1.3,A1,,N/A,,他動詞の受動態を除外するためbe動詞・notが先行しないものに限定;完了相の他動詞を除外するためにhaveが先行しないものに限定(それでもこの誤認識は多い)
171,VN.N_VN,POSTMODIFYING PAST PARTICIPLE,,A1.3,A1,,"B2, C1",,受動態や完了相の疑問文などの誤認識も多い
172,PREL.who,NOMINATIVE RELATIVE PRONOUN: who,,A1.3,A1,B2,A2-B2,B1,名詞に後続し(助)動詞・副詞が後続するものに限定
173,PREL.which,NOMINATIVE RELATIVE PRONOUN: which,,B2.2,B2,B2,A2-B2,B1,名詞に後続し(助)動詞・副詞が後続するものに限定
174,PREL.that,NOMINATIVE RELATIVE PRONOUN:,,A1.1,A1,B2,A2,,名詞に後続し(助)動詞・副詞が後続するものに限定
175,PRELO.who,ACCUSATIVE RELATIVE PRONOUN: who,,B2.2*,B2*,B2*,A2-B2*,B1*,名詞に後続し(助)動詞・副詞が後続するものに限定
176,PRELO.whom,ACCUSATIVE RELATIVE PRONOUN: whom,,B2.2*,B2*,B2*,A2-B2*,B1*,名詞に後続し(助)動詞・副詞が後続するものに限定
177,PRELO.which,ACCUSATIVE RELATIVE PRONOUN: which,,B2.2*,B2*,B2*,A2-B2*,B1*,名詞に後続し(助)動詞・副詞が後続するものに限定
178,PRELO.that,ACCUSATIVE RELATIVE PRONOUN: that,,B2.2*,B2*,B2*,A2-B2*,B1*,名詞に後続し(助)動詞・副詞が後続するものに限定
179,PRELO.OMIT,ELLIPTICAL ACCUSATIVE RELATIVE PRONOUN,,A1.1,A1,B2,A2,,名詞の後に名詞句・代名詞+(助)動詞・副詞が後続するものに限定
180,PRELGEN,GENITIVE RELATIVE PRONOUN,,,B2,B2,B1-B2,B2,名詞に後続するものに限定
181,PREL.NR,RELATIVE PRONOUN: NONRESTRICTIVE,,B1.1,B1,B2,A2-B2,B2,"Excuse me, which ...?などを除外するため名詞に続くものに限定;格は問わない"
182,PREL.as,PSEUDO RELATIVE PRONOUN: as,,,B2,,N/A,,(助)動詞が後続するものに限定
183,PREL.what,COMPOUND RELATIVE PRONOUN:,,A2.1,A1,,N/A,,代名詞が後続するものに限定;疑問詞のwhatも含まれる
184,PREL.PREP_PREL,PREP+RELATIVE PRONOUN,,B2.1,B1,,B2,,
185,RBREL,RELATIVE ADVERB: WITH,,A2.1,A1,,B1,,直前に先行詞があるものに限定;接続詞のwhenも含まれる
186,RBREL.NOANT,RELATIVE ADVERB: WITHOUT ANTECEDENT,,B1.1,A2,,B1,,be動詞か前置詞に後続し名詞句・代名詞が後続するものに限定
187,RBREL.NR,RELATIVE ADVERB: NONRESTRICTIVE,,,B2,,B1,,疑問文・when necessaryなどを除外するため名詞句・代名詞と任意の語が後続し終止符または感嘆符で文が終わるものに限定;接続詞のwhenも含まれる
188,WH.-ever,WH-EVER,,B2.1,B2,,C1-C2,,品詞は限定しない;副詞のhoweverを除外するためにhoweverは対象外とする
189,PREP.STRAND,PREPOSITION STRANDING,,A1.1,A1,,"A2, B2",,文末に前置詞があるものに限定
190,EXCL.how_JJ.RB,EXCLAMATION: How ADJ/ADV ...!,EXCLAMATION,,,,"B1, C2",,文頭(相当)位置・途中に句読点なし・感嘆符で終わる文に限定
191,EXCL.how,EXCLAMATION: How ...!,EXCLAMATION,,,,N/A,,文頭(相当)位置・途中に句読点なし・感嘆符で終わる文に限定;ほとんどがhow+形容詞/副詞
192,EXCL.what,EXCLAMATION: What ...!,EXCLAMATION,,,,A2,,文頭(相当)位置・途中に句読点なし・感嘆符で終わる文に限定
193,TAG.AFF,TAG QUESTION: FOLLOWING AFFIRMATIVE SENTENCE,(MAIN CLAUSE) AFF. DEC.,,B1,B1,"A2-B1, C2",A2,
193-1,TAG.NEG,TAG QUESTION: FOLLOWING NEGATIVE SENTENCE,(MAIN CLAUSE) NEG. DEC.,,B2,B1,"A2-B1, C2",A2,否定語(+句読点を除く任意の語句)に後続するものに限定
194,VP.SV.AFF,SENTENCE PATTERN: SUBJECT+V,AFF. DEC.,B1.2,A1,,N/A,,名詞句・代名詞(+助動詞)+動詞のみから成る文に限定；単純相に限定
194-1,VP.SV.NEG,SENTENCE PATTERN: SUBJECT+V,NEG. DEC.,,A1,,N/A,,名詞句・代名詞(+助動詞)+動詞のみから成る文に限定;単純相に限定
194-2,VP.SV.INT.AFF,SENTENCE PATTERN: SUBJECT+V,AFF. INT.,,A1,,N/A,,名詞句・代名詞(+助動詞)+動詞のみから成る文に限定;単純相に限定
194-3,VP.SV.INT.NEG,SENTENCE PATTERN: SUBJECT+V,NEG. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞のみから成る文に限定;単純相に限定
195,VP.SVC.AFF,SENTENCE PATTERN: SUBJECT+BECOME/FEEL/GO/LOOK/SEEM/SOUND+COMPLEMENT (ADJ),AFF. DEC.,,A2,,"A2, B2",,名詞句・代名詞(+助動詞)+動詞(+副詞)+形容詞のみから成る文に限定;動詞はbecome・feel・go・look・seem・soundに限定;補語は形容詞に限定;単純相に限定
195-1,VP.SVC.NEG,SENTENCE PATTERN: SUBJECT+BECOME/FEEL/GO/LOOK/SEEM/SOUND+COMPLEMENT (ADJ),NEG. DEC.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞(+副詞)+形容詞のみから成る文に限定;動詞はbecome・feel・go・look・seem・soundに限定;補語は形容詞に限定;単純相に限定
195-2,VP.SVC.INT.AFF,SENTENCE PATTERN: SUBJECT+BECOME/FEEL/GO/LOOK/SEEM/SOUND+COMPLEMENT (ADJ),AFF. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞(+副詞)+形容詞のみから成る文に限定;動詞はbecome・feel・go・look・seem・soundに限定;補語は形容詞に限定;単純相に限定
195-3,VP.SVC.INT.NEG,SENTENCE PATTERN: SUBJECT+BECOME/FEEL/GO/LOOK/SEEM/SOUND+COMPLEMENT (ADJ),NEG. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞(+副詞)+形容詞のみから成る文に限定;動詞はbecome・feel・go・look・seem・soundに限定;補語は形容詞に限定;単純相に限定
196,VP.SVO.AFF,SENTENCE PATTERN: SUBJECT+V+OBJECT,AFF. DEC.,A1.1,A1,,"A1, B2",A1,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞のみから成る文に限定;単純相に限定
196-1,VP.SVO.NEG,SENTENCE PATTERN: SUBJECT+V+OBJECT,NEG. DEC.,A2.1,A1,,N/A,A1,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞のみから成る文に限定;単純相に限定
196-2,VP.SVO.INT.AFF,SENTENCE PATTERN: SUBJECT+V+OBJECT,AFF. INT.,A1.2,A1,,N/A,A1,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞のみから成る文に限定;単純相に限定
196-3,VP.SVO.INT.NEG,SENTENCE PATTERN: SUBJECT+V+OBJECT,NEG. INT.,,,,N/A,A1,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞のみから成る文に限定;単純相に限定
197,VP.SVOO.AFF,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,AFF. DEC.,,,,A2,A1,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句の みから成る文に限定；動詞はgive・pass・send・show・teach・ tellに限定；単純相に限定
197-1,VP.SVOO.NEG,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,NEG. DEC.,,,,"A2, C2",,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
197-2,VP.SVOO.INT.AFF,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,AFF. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
197-3,VP.SVOO.INT.NEG,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,NEG. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
198,VP.SVOtoO.AFF,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,AFF. DEC.,,,,B1,A2,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
198-1,VP.SVOtoO.NEG,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,NEG. DEC.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
198-2,VP.SVOtoO.INT.AFF,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,AFF. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
198-3,VP.SVOtoO.INT.NEG,SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,NEG. INT.,,,,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定;動詞はgive・pass・send・show・teach・tellに限定;単純相に限定
199,VP.SVOC.AFF,SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEME NT (ADJ),AFF. DEC.,,,A2,B1-B2,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定；動詞はmakeに限定；make+複 合名詞を除外するため補語は形容詞に限定；単純相に限定
199-1,VP.SVOC.NEG,SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEME NT (ADJ),NEG. DEC.,,,A2,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定;動詞はmakeに限定;make+複合名詞を除外するため補語は形容詞に限定;単純相に限定
199-2,VP.SVOC.INT.AFF,SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEME NT (ADJ),AFF. INT.,,,A2,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定;動詞はmakeに限定;make+複合名詞を除外するため補語は形容詞に限定;単純相に限定
199-3,VP.SVOC.INT.NEG,SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEME NT (ADJ),NEG. INT.,,,A2,N/A,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定;動詞はmakeに限定;make+複合名詞を除外するため補語は形容詞に限定;単純相に限定
200,INDSP.explain.report.say,INDIRECT SPEECH: SAY/EXPLAIN/REPORT,,A2.2,A2,B1-B2,"A1, B2",A2,動詞はexplain/report/sayに限定
201,INDSP.tell,INDIRECT SPEECH: TELL,,B1.2,B1,B1-B2,A2-B2,,動詞はtellに限定
202,INDQ.know.etc,INDIRECT QUESTION: DECIDE/EXPLAIN/KNOW/LEARN/SEE/UNDERSTAND/WONDER,,A2.1,A1,,B1-B2,,SVOの目的語が間接疑問のもの;動詞はdecide/explain/know/learn/see/understand/wonderに限定;間接疑問を導く接続詞はif/whether/疑問詞に限定;to不定詞が後続するものも含まれる
203,INDQ.ask.etc,INDIRECT QUESTION: ASK/REMIND/SHOW/TEACH/TELL,,B1.1,A2,,B1-B2,B1,SVOOの直接目的語が間接疑問のもの;動詞はask/remind/show/teach/tellに限定;間接疑問を導く接続詞はif/whether/疑問詞に限定;to不定詞が後続するものも含まれる
204,EMP.PP.RB.AFF,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,AFF. DEC.,,B2,,,,
204-1,EMP.PP.RB.NEG,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,NEG. DEC.,,,,,,
204-2,EMP.PP.RB.INT.AFF,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,AFF. INT.,,,,,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
204-3,EMP.PP.RB.INT.NEG,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,NEG. INT.,,,,,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
205,EMP.what.CLEFT.AFF,PSEUDO-CLEFT SENTENCE: WHAT,(MAIN CLAUSE) AFF. DEC.,,,,,,what(+名詞句・代名詞)(+助動詞)+動詞(+名詞句・代名詞)+{be}+名詞句・代名詞のみから成る文に限定
205-1,EMP.what.CLEFT.NEG,PSEUDO-CLEFT SENTENCE: WHAT,(MAIN CLAUSE) NEG. DEC.,,,,,,what(+名詞句・代名詞)(+助動詞)+動詞(+名詞句・代名詞)+{be}+名詞句・代名詞のみから成る文に限定
206,CAUS.have.let.make,HAVE/LET/MAKE+NP+INFINITIVE,,A2.1,A2,,"B1, C2",,使役動詞はhave/let/makeに限定
207,CAUS.have.get_NP_VN,HAVE/GET+NP+PAST PARTICIPLE,AFF. DEC./NEG. DEC.,B2.2,B2,,B2,B1,Have you been ...?などを除外するため主語(+助動詞)またはtoに続くものに限定
208,CAUS.get_NP_VVG,GET+NP+PRESENT PARTICIPLE,,,,,C1,,
209,CAUS.ask.tell_NP_to_do,ASK/TELL+NP+to+INFINITIVE,,B1.1,B1,,B1-B2,,getはget+目的語と目的のto不定詞の結合が多いため除外
210,PERC.VI,FEEL/HEAR/SEE+NP+INFINITIVE,,,B2,,,,知覚動詞はfeel/hear/seeに限定;feelの場合原形不定詞がV.Pと誤認識されているものも多い
211,PERC.VG,FEEL/HEAR/SEE+NP+PRESENT PARTICIPLE,,,B2,,,,知覚動詞はfeel/hear/seeに限定
212,PERC.VN,FEEL/HEAR/SEE+NP+PAST PARTICIPLE,,,,,,,知覚動詞はfeel/hear/seeに限定
213,VG.P.AFF,PARTICIPIAL CONSTRUCTION: PRESENT PARTICIPLE,(SUBORDINATE CLAUSE) AFF. DEC.,B1.1,B1,,B2-C1,C1,カンマ後を除く文頭(相当)位置・途中に句読点なし・1~10語が後続した後にカンマがあるものに限定;動名詞主語の場
213-1,VG.P.NEG,PARTICIPIAL CONSTRUCTION: PRESENT PARTICIPLE,(SUBORDINATE CLAUSE) NEG. DEC.,,,,N/A,,カンマ後を除く文頭(相当)位置・途中に句読点なし・1~10語が後続した後にカンマがあるものに限定;動名詞主語の場
214,VN.P.AFF,PARTICIPIAL CONSTRUCTION: PAST PARTICIPLE,(SUBORDINATE CLAUSE) AFF. DEC.,,B2,,B1-B2,,カンマ後を除く文頭(相当)位置・途中に句読点なし・1～10語 が後続した後にカンマがあるものに限定；形容詞的過去分 詞が修飾する名詞が主語の場合あり；comeで始まる命令文 の誤認識が多い
214-1,VN.P.NEG,PARTICIPIAL CONSTRUCTION: PAST PARTICIPLE,(SUBORDINATE CLAUSE) NEG. DEC.,,,,N/A,,カンマ後を除く文頭(相当)位置・途中に句読点なし・1~10語が後続した後にカンマがあるものに限定;形容詞的過去分詞が修飾する名詞が主語の場合あり
215,SUBJ.PAST.AFF,CONDITIONAL: SECOND,(SUBORDINATE CLAUSE) AFF. DEC.,B1.2,B1,B1-C1,"A2-B1, B2",B2,名詞節を除外するため動詞が先行しないか文頭の位置に限定;過去完了を除外するため過去分詞・notが後続しないものに限定;単なる条件文も含まれる
215-1,SUBJ.PAST.NEG,CONDITIONAL: SECOND,(SUBORDINATE CLAUSE) NEG. DEC.,,,B1-C1,N/A,,名詞節を除外するため動詞が先行しないか文頭の位置に限定;過去完了を除外するため過去分詞・notが後続しないものに限定;単なる条件文も含まれる
216,SUBJ.PASTPF.AFF,CONDITIONAL: THIRD,(SUBORDINATE CLAUSE) AFF. DEC.,,B2,B1-C1,C1,B2,名詞節を除外するため動詞が先行しないか文頭の位置に限定
216-1,SUBJ.PASTPF.NEG,CONDITIONAL: THIRD,(SUBORDINATE CLAUSE) NEG. DEC.,,,B1-C1,B1,,名詞節を除外するため動詞が先行しないか文頭の位置に限定
217,SUBJ.PRS.AFF,DEMAND/INSIST/ORDER/PROPOSE/RECOMMEND/REQUIRE/SUGGEST+NP+INFINITIVE,(SUBORDINATE CLAUSE) AFF. DEC.,,B2,,,,動詞はdemand/insist/order/propose/recommend/require/suggestに限定
217-1,SUBJ.PRS.NEG,DEMAND/INSIST/ORDER/PROPOSE/RECOMMEND/REQUIRE/SUGGEST+NP+INFINITIVE,(SUBORDINATE CLAUSE) NEG. DEC.,,,,,,動詞はdemand/insist/order/propose/recommend/require/suggestに限定
218,SUBJ.wish_PAST,WISH+SECOND CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,B2-C1,B1,B2,過去完了を除外するため過去分詞が後続しないものに限定
219,SUBJ.wish_PASTPF,WISH+THIRD CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,B2-C1,B2,,
220,SUBJ.as_if.though_PAST,AS IF/THOUGH+SECOND CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,,B1,B2,過去完了を除外するため過去分詞が後続しないものに限定
221,SUBJ.as_if.though_PASTPF,AS IF/THOUGH+THIRD CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,,N/A,C1,
222,SUBJ.if_only_PAST,IF ONLY+SECOND CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,C1,N/A,B2,過去完了を除外するため過去分詞が後続しないものに限定
223,SUBJ.if_only_PASTPF,IF ONLY+THIRD CONDITIONAL,(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,C1,B2、C2,,
224,SUBJ.if_should,IF+SHOULD (e.g. if it should rain tomorrow),(SUBORDINATE CLAUSE) AFF. DEC.,,,,C1,,名詞節を除外するため動詞が先行しないか文頭の位置に限定;従属節が否定の用法はない
225,SUBJ.INV.PAST,"INVERSION: SECOND CONDITIONAL (e.g. Were I in your place, ....)",(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,,,,カンマ後を除く文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符で終わる文に限定
226,SUBJ.INV.PASTPF,"INVERSION: THIRD CONDITIONAL (e.g. Had I known it, ....)",(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,,,,カンマ後を除く文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符で終わる文に限定
227,SUBJ.INV.should,INVERSION: CONDITIONAL WITH SHOULD (e.g. Should it rain tomorrow.....),(SUBORDINATE CLAUSE) AFF.DEC./NEG. DEC.,,,,C1,,カンマ後を除く文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符で終わる文に限定
228,SUBJ.if_it_were_not_for,if it were not for ...,(SUBORDINATE CLAUSE) NEG. DEC.,,,,C2,,
229,SUBJ.were_it_not_for,were it not for ...,(SUBORDINATE CLAUSE) NEG. DEC.,,,,C2,,
230,SUBJ.if_it_hadn't_been_for,if it hadn't been for ...,(SUBORDINATE CLAUSE) NEG. DEC.,,,,C2,,
231,SUBJ.had_it_not_been_for,had it not been for ...,(SUBORDINATE CLAUSE) NEG. DEC.,,,,C2,,
232,INV.so_V_NP,INVERSION: so+BE/HAVE/DO/AUX+PERSONAL PRON,(PRECEDING SENTENCE) AFF. DEC.,,,,"B2, C2",B2,文頭(相当)または接続詞直後かつ文末の位置に限定
233,INV.neither._V_NP,INVERSION: neither/nor+BE/HAVE/DO/AUX+PERSONAL PRON,(PRECEDING SENTENCE) NEG. DEC.,,,,B2,B2,文頭・句読点直後・接続詞直後かつ文末の位置に限定;norはCCタグが付与されるがneitherは様々なタグが付与される
234,INV.never.etc,INVERSION: Hardly/Little/Never/No sooner/Scarcely/Seldom ....,NEG. DEC.,,,C1,"B2, C2",,文頭(相当)または接続詞直後の位置・終止符で終わる文に限定
235,INT.why,WH- QUESTION: Why ...?,AFF. INT./NEG. INT.,A1.2,A1,A1-(A2)-B1,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
236,INT.when,WH- QUESTION: When ...?,AFF. INT./NEG. INT.,,A1,A1,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
237,INT.who,WH- QUESTION: Who ...?,AFF. INT./NEG. INT.,B2.2,A1,B1,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
238,INT.whom,WH- QUESTION: Whom ...?,AFF. INT./NEG. INT.,,,,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
239,INT.what,WH- QUESTION: What ...?,AFF. INT./NEG. INT.,A1.1,A1,A1-B1,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
240,INT.what_N,WH- QUESTION: What N ...?,AFF. INT./NEG. INT.,,A1,A1,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
241,INT.which,WH- QUESTION: Which ...?,AFF. INT./NEG. INT.,,A2,,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
242,INT.which_N,WH- QUESTION: Which N ...?,AFF. INT./NEG. INT.,,,,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
243,INT.whose,WH- QUESTION: Whose ...?,AFF. INT./NEG. INT.,,,,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
244,INT.whose_N,WH- QUESTION: Whose N ...?,AFF. INT./NEG. INT.,,,,A2-C1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
245,INT.where,WH- QUESTION: Where ...?,AFF. INT./NEG. INT.,A1.3,A1,,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
246,INT.how,WH- QUESTION: How ...?,AFF. INT./NEG. INT.,A1.1,A1,,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
247,INT.how_JJ.RB,WH- QUESTION: How ADJ/ADV ...?,AFF. INT./NEG. INT.,A1.1,A1,A1-(A2)-B1,N/A,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
248,INT.PREP_WH,WH- QUESTION: PREP what/which/whom/whose ...?,AFF. INT./NEG. INT.,,,,N/A,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
249,INTF.can_you,FUNCTIONAL QUESTION: Can you ...?,AFF. INT.,A2.1,A1,,A1-A2,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
249-1,INTF.can't_you,FUNCTIONAL QUESTION: Can't you ...?,NEG. INT.,,,,B1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
250,INTF.could_you,FUNCTIONAL QUESTION: Could you ...?,AFF. INT.,,B1,,B1,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
250-1,INTF.couldn't_you,FUNCTIONAL QUESTION: Couldn't you ...?,NEG. INT.,,,,B1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
251,INTF.will_you,FUNCTIONAL QUESTION: Will you ...?,AFF. INT.,,,,"A2-B2 ,C2",A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
251-1,INTF.won't_you,FUNCTIONAL QUESTION: Won't you ...?,NEG. INT.,,,,B1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
252,INTF.would_you,FUNCTIONAL QUESTION: Would you ...?,AFF. INT.,,A2,,A2,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
252-1,INTF.wouldn't_you,FUNCTIONAL QUESTION: Wouldn't you ...?,NEG. INT.,,,,B1,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
253,INTF.can_I,FUNCTIONAL QUESTION: Can I ...?,AFF. INT.,,A1,A1,A1,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
254,INTF.could_I,FUNCTIONAL QUESTION: Could I ...?,AFF. INT.,,,A1,B1,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
255,INTF.may_I,FUNCTIONAL QUESTION: May I ...?,AFF. INT.,,,,B1-B2,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
256,INTF.shall_I,FUNCTIONAL QUESTION: Shall I ...?,AFF. INT.,,,,A2,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
257,INTF.shall_we,FUNCTIONAL QUESTION: Shall we ...?,AFF. INT.,,,,A2,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
258,INTF.should_I,FUNCTIONAL QUESTION: Should I ...?,AFF. INT.,,,,A2,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
259,INTF.why_don't_you,FUNCTIONAL QUESTION: Why don't you ...?,NEG. INT.,,,,"A2, B2",A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
260,INTF.why_don't__we,FUNCTIONAL QUESTION: Why don't we ...?,NEG. INT.,,,,"A2, B2",A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
261,INTF.why_not,FUNCTIONAL QUESTION: Why not ...?,NEG. INT.,,,,N/A,A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
262,INTF.how_about,FUNCTIONAL QUESTION: How about ...?,AFF. INT.,,,,N/A,B1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定
